GID,SYMBOL,GENENAME
SEN_RS21900,pyrI,aspartate carbamoyltransferase regulatory subunit
SEN_RS11840,nudI,nucleoside triphosphatase NudI
SEN_RS19930,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD
SEN_RS08085,osmV,osmoprotectant ABC transporter ATP-binding protein OsmV
SEN_RS15545,SEN_RS15545,HyaD/HybD family hydrogenase maturation endopeptidase
SEN_RS12740,pta,phosphate acetyltransferase
SEN_RS05715,SEN_RS05715,DUF72 domain-containing protein
SEN_RS16540,SEN_RS16540,DUF1043 family protein
SEN_RS20070,SEN_RS20070,sulfate ABC transporter substrate-binding protein
SEN_RS14125,orgA,oxygen-regulated invasion protein OrgA
SEN_RS13040,ndk,nucleoside-diphosphate kinase
SEN_RS09975,sseK,type III secretion system effector arginine glycosyltransferase
SEN_RS18625,mgtA,magnesium-translocating P-type ATPase
SEN_RS10935,wcaJ,undecaprenyl-phosphate glucose phosphotransferase
SEN_RS14865,SEN_RS14865,LacI family DNA-binding transcriptional regulator
SEN_RS21425,mscM,miniconductance mechanosensitive channel MscM
SEN_RS05955,SEN_RS05955,porin family protein
SEN_RS00790,aceE,pyruvate dehydrogenase (acetyl-transferring)- homodimeric type
SEN_RS07375,sseJ,SPI-2 type III secretion system effector SseJ
SEN_RS03660,aroG,3-deoxy-7-phosphoheptulonate synthase AroG
SEN_RS01335,SEN_RS01335,class I SAM-dependent methyltransferase
SEN_RS18105,SEN_RS18105,acyltransferase
SEN_RS01755,SEN_RS01755,hypothetical protein
SEN_RS07680,SEN_RS07680,GFA family protein
SEN_RS12745,eutT,ethanolamine utilization cob(I)yrinic acid a-c-diamide adenosyltransferase EutT
SEN_RS06805,rluB,23S rRNA pseudouridine(2605) synthase RluB
SEN_RS15940,SEN_RS15940,Gfo/Idh/MocA family oxidoreductase
SEN_RS09015,astD,succinylglutamate-semialdehyde dehydrogenase
SEN_RS22275,SEN_RS22275,type I restriction-modification system subunit M
SEN_RS18710,uhpT,hexose-6-phosphate:phosphate antiporter
SEN_RS14130,prgK,type III secretion system inner membrane ring lipoprotein PrgK
SEN_RS15330,hemW,radical SAM family heme chaperone HemW
SEN_RS09980,SEN_RS09980,tail fiber assembly protein
SEN_RS20215,ftsN,cell division protein FtsN
SEN_RS10940,cpsG,colanic acid biosynthesis phosphomannomutase CpsG
SEN_RS16215,truB,tRNA pseudouridine(55) synthase TruB
SEN_RS11845,pmrG,lipopolysaccharide core heptose(II)-phosphate phosphatase
SEN_RS20455,birA,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA
SEN_RS16940,rpsH,30S ribosomal protein S8
SEN_RS18325,secB,protein-export chaperone SecB
SEN_RS20710,pepE,dipeptidase PepE
SEN_RS16445,SEN_RS16445,TIGR01212 family radical SAM protein
SEN_RS12750,eutQ,ethanolamine utilization acetate kinase EutQ
SEN_RS19645,fadA,acetyl-CoA C-acyltransferase FadA
SEN_RS06020,SEN_RS06020,DUF2514 domain-containing protein
SEN_RS18950,SEN_RS18950,mandelate racemase/muconate lactonizing enzyme family protein
SEN_RS00185,SEN_RS00185,anaerobic sulfatase maturase
SEN_RS09985,SEN_RS09985,hypothetical protein
SEN_RS17025,bfr,bacterioferritin
SEN_RS17745,uspB,universal stress protein UspB
SEN_RS10945,cpsB,mannose-1-phosphate guanyltransferase
SEN_RS02810,SEN_RS02810,TetR/AcrR family transcriptional regulator
SEN_RS04140,SEN_RS04140,FAD-binding protein
SEN_RS00320,citX,citrate lyase holo-[acyl-carrier protein] synthase
SEN_RS03090,SEN_RS03090,YbeD family protein
SEN_RS05515,SEN_RS05515,tRNA-Cys
SEN_RS17910,bcsF,cellulose biosynthesis protein BcsF
SEN_RS21695,ytfE,iron-sulfur cluster repair protein YtfE
SEN_RS01340,mltD,murein transglycosylase D
SEN_RS02555,glxR,2-hydroxy-3-oxopropionate reductase
SEN_RS12345,SEN_RS12345,tRNA-Arg
SEN_RS19820,SEN_RS19820,MFS transporter
SEN_RS12755,eutP,ethanolamine utilization acetate kinase EutP
SEN_RS04360,hcr,NADH oxidoreductase
SEN_RS05335,fliP,flagellar type III secretion system pore protein FliP
SEN_RS09020,astA,arginine N-succinyltransferase
SEN_RS21780,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase
SEN_RS06365,SEN_RS06365,DUF1971 domain-containing protein
SEN_RS02305,SEN_RS02305,type B 50S ribosomal protein L31
SEN_RS04575,SEN_RS04575,M48 family metallopeptidase
SEN_RS14135,prgJ,type III secretion system inner rod protein PrgJ
SEN_RS17285,yrfG,GMP/IMP nucleotidase
SEN_RS10950,wcaI,colanic acid biosynthesis fucosyltransferase WcaI
SEN_RS13195,cadC,lysine decarboxylation/transport transcriptional activator CadC
SEN_RS11850,arnB,UDP-4-amino-4-deoxy-L-arabinose aminotransferase
SEN_RS06870,pyrF,orotidine-5'-phosphate decarboxylase
SEN_RS18545,gltS,sodium/glutamate symporter
SEN_RS22160,SEN_RS22160,hypothetical protein
SEN_RS15550,hybC,hydrogenase 2 large subunit
SEN_RS20075,SEN_RS20075,CDP-diacylglycerol diphosphatase
SEN_RS15780,SEN_RS15780,aryl-sulfate sulfotransferase
SEN_RS06685,oppC,oligopeptide ABC transporter permease OppC
SEN_RS05835,ptrB,oligopeptidase B
SEN_RS14140,prgI,type III secretion system needle filament protein PrgI
SEN_RS03010,citX,citrate lyase holo-[acyl-carrier protein] synthase
SEN_RS09990,SEN_RS09990,DUF2313 domain-containing protein
SEN_RS08210,SEN_RS08210,YdgA family protein
SEN_RS10955,SEN_RS10955,GDP-mannose mannosyl hydrolase
SEN_RS14870,lysA,diaminopimelate decarboxylase
SEN_RS07520,SEN_RS07520,helix-turn-helix transcriptional regulator
SEN_RS16705,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein
SEN_RS00795,aceF,pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
SEN_RS03665,SEN_RS03665,fumarate hydratase subunit beta
SEN_RS01345,gloB,hydroxyacylglutathione hydrolase
SEN_RS07590,SEN_RS07590,DMT family transporter
SEN_RS01760,SEN_RS01760,cytochrome ubiquinol oxidase subunit I
SEN_RS17495,asd,aspartate-semialdehyde dehydrogenase
SEN_RS15115,SEN_RS15115,5-formyltetrahydrofolate cyclo-ligase
SEN_RS15945,SEN_RS15945,TerC family protein
SEN_RS09025,SEN_RS09025,aspartate aminotransferase family protein
SEN_RS02265,SEN_RS02265,SmdA family multidrug ABC transporter permease/ATP-binding protein
SEN_RS18715,SEN_RS18715,MFS transporter
SEN_RS14145,prgH,type III secretion system inner membrane ring protein PrgH
SEN_RS15335,SEN_RS15335,DUF1202 domain-containing protein
SEN_RS09995,SEN_RS09995,baseplate J/gp47 family protein
SEN_RS20220,cytR,DNA-binding transcriptional regulator CytR
SEN_RS10960,SEN_RS10960,GDP-L-fucose synthase
SEN_RS12760,eutS,ethanolamine utilization microcompartment protein EutS
SEN_RS13200,cadB,cadaverine/lysine antiporter
SEN_RS16220,rbfA,30S ribosome-binding factor RbfA
SEN_RS11855,arnC,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
SEN_RS06115,SEN_RS06115,GNAT family N-acetyltransferase
SEN_RS17530,SEN_RS17530,DeoR family transcriptional regulator
SEN_RS20715,SEN_RS20715,hypothetical protein
SEN_RS16455,gltB,glutamate synthase large subunit
SEN_RS19650,fadB,fatty acid oxidation complex subunit alpha FadB
SEN_RS16860,mscL,large-conductance mechanosensitive channel protein MscL
SEN_RS18955,SEN_RS18955,LysR family transcriptional regulator
SEN_RS04850,SEN_RS04850,YccF domain-containing protein
SEN_RS05140,SEN_RS05140,oligogalacturonate-specific porin KdgM family protein
SEN_RS14150,hilD,transcriptional regulator HilD
SEN_RS10000,SEN_RS10000,phage GP46 family protein
SEN_RS17750,uspA,universal stress protein UspA
SEN_RS04145,SEN_RS04145,hypothetical protein
SEN_RS06220,cspE,transcription antiterminator/RNA stability regulator CspE
SEN_RS12765,maeB,NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase
SEN_RS22340,tsr,methyl-accepting chemotaxis protein
SEN_RS03095,dacA,D-alanyl-D-alanine carboxypeptidase DacA
SEN_RS17915,bcsG,cellulose biosynthesis protein BcsG
SEN_RS20920,aphA,acid phosphatase AphA
SEN_RS19130,atpI,F0F1 ATP synthase subunit I
SEN_RS00200,nhaA,Na+/H+ antiporter NhaA
SEN_RS21130,SEN_RS21130,phnA family protein
SEN_RS01350,SEN_RS01350,class I SAM-dependent methyltransferase
SEN_RS02815,SEN_RS02815,RamA family antibiotic efflux transcriptional regulator
SEN_RS22525,deoD,purine-nucleoside phosphorylase
SEN_RS04365,hcp,hydroxylamine reductase
SEN_RS05340,fliO,flagellar type III secretion system protein FliO
SEN_RS09030,xthA,exodeoxyribonuclease III
SEN_RS02270,SEN_RS02270,SmdB family multidrug efflux ABC transporter permease/ATP-binding protein
SEN_RS14155,hilA,transcriptional regulator HilA
SEN_RS06530,prfA,peptide chain release factor 1
SEN_RS10005,SEN_RS10005,phage baseplate assembly protein
SEN_RS17160,SEN_RS17160,putative adenosine monophosphate-protein transferase Fic
SEN_RS10965,gmd,GDP-mannose 4-6-dehydratase
SEN_RS12770,tal,transaldolase
SEN_RS21740,msrA,peptide-methionine (S)-S-oxide reductase MsrA
SEN_RS21905,pyrB,aspartate carbamoyltransferase
SEN_RS19355,wecB,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
SEN_RS11860,arnA,bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA
SEN_RS15440,SEN_RS15440,DUF3156 family protein
SEN_RS07155,SEN_RS07155,tyrosine-type recombinase/integrase
SEN_RS15555,hybB,Ni/Fe-hydrogenase cytochrome b subunit
SEN_RS17420,glpG,rhomboid family intramembrane serine protease GlpG
SEN_RS08090,clcB,voltage-gated ClC-type chloride channel ClcB
SEN_RS14160,iagB,SPI-1 type III secretion system invasion protein IagB
SEN_RS13045,SEN_RS13045,4Fe-4S binding protein
SEN_RS10010,SEN_RS10010,baseplate protein
SEN_RS18630,SEN_RS18630,MgtC family protein
SEN_RS12775,tkt,transketolase
SEN_RS10970,wcaF,colanic acid biosynthesis acetyltransferase WcaF
SEN_RS00800,lpdA,dihydrolipoyl dehydrogenase
SEN_RS14875,SEN_RS14875,LysR family transcriptional regulator
SEN_RS16545,degQ,serine endoprotease DegQ
SEN_RS05960,SEN_RS05960,superoxide dismutase [Cu-Zn]
SEN_RS07380,SEN_RS07380,membrane protein
SEN_RS01355,rnhA,ribonuclease HI
SEN_RS03670,SEN_RS03670,fumarate hydratase
SEN_RS02820,SEN_RS02820,DUF1158 family protein
SEN_RS22215,SEN_RS22215,YjiH family protein
SEN_RS07685,ompD,porin OmpD
SEN_RS01765,cydB,cytochrome d ubiquinol oxidase subunit II
SEN_RS06810,cobO,cob(I)yrinic acid a-c-diamide adenosyltransferase
SEN_RS09035,SEN_RS09035,pyrimidine (deoxy)nucleoside triphosphate diphosphatase
SEN_RS05720,SEN_RS05720,hydrolase
SEN_RS15950,sstT,serine/threonine transporter SstT
SEN_RS02370,SEN_RS02370,DUF454 family protein
SEN_RS10015,SEN_RS10015,DNA circularization N-terminal domain-containing protein
SEN_RS18720,uhpB,signal transduction histidine-protein kinase/phosphatase UhpB
SEN_RS14165,sptP,SPI-1 type III secretion system effector GTPase-activating protein SptP
SEN_RS15340,ansB,L-asparaginase 2
SEN_RS10975,wcaE,colanic acid biosynthesis glycosyltransferase WcaE
SEN_RS13205,cadA,lysine decarboxylase CadA
SEN_RS16225,infB,translation initiation factor IF-2
SEN_RS11865,SEN_RS11865,4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase
SEN_RS20460,coaA,type I pantothenate kinase
SEN_RS16945,rpsN,30S ribosomal protein S14
SEN_RS18330,grxC,glutaredoxin 3
SEN_RS20720,SEN_RS20720,DUF2058 domain-containing protein
SEN_RS21590,yjfP,esterase
SEN_RS02865,fepG,iron-enterobactin ABC transporter permease
SEN_RS19655,pepQ,Xaa-Pro dipeptidase
SEN_RS18960,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B
SEN_RS00060,dnaK,molecular chaperone DnaK
SEN_RS14170,sicP,chaperone SicP
SEN_RS04855,helD,DNA helicase IV
SEN_RS07890,ompC,porin OmpC
SEN_RS17755,dtpB,dipeptide/tripeptide permease DtpB
SEN_RS10980,wcaD,putative colanic acid polymerase WcaD
SEN_RS04150,SEN_RS04150,acyl-CoA/acyl-ACP dehydrogenase
SEN_RS03100,rlpA,endolytic peptidoglycan transglycosylase RlpA
SEN_RS17920,SEN_RS17920,type I toxin-antitoxin system toxin Ldr family protein
SEN_RS05520,SEN_RS05520,tRNA-Leu
SEN_RS20925,SEN_RS20925,YjbQ family protein
SEN_RS01360,dnaQ,DNA polymerase III subunit epsilon
SEN_RS24640,mgtS,protein MgtS
SEN_RS22370,SEN_RS22370,SIS domain-containing protein
SEN_RS20480,SEN_RS20480,tRNA-Gly
SEN_RS12460,SEN_RS12460,tRNA-Ala
SEN_RS19825,SEN_RS19825,alpha-glucosidase
SEN_RS09040,SEN_RS09040,YnjH family protein
SEN_RS04370,SEN_RS04370,lysine exporter LysO family protein
SEN_RS24045,SEN_RS24045,helix-turn-helix domain-containing protein
SEN_RS05345,fliN,flagellar motor switch protein FliN
SEN_RS21785,SEN_RS21785,ribosome-associated protein
SEN_RS02280,amtB,ammonium transporter AmtB
SEN_RS10020,SEN_RS10020,phage tail tape measure protein
SEN_RS14175,SEN_RS14175,hypothetical protein
SEN_RS04580,cmk,(d)CMP kinase
SEN_RS17290,hslR,ribosome-associated heat shock protein Hsp15
SEN_RS10985,wcaC,colanic acid biosynthesis glycosyltransferase WcaC
SEN_RS06370,dsbB,disulfide bond formation protein DsbB
SEN_RS22640,SEN_RS22640,hypothetical protein
SEN_RS13210,dtpD,dipeptide permease DtpD
SEN_RS22070,sefA,SEF14 fimbria major subunit SefA
SEN_RS11870,arnT,lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase
SEN_RS06875,yciH,stress response translation initiation inhibitor YciH
SEN_RS22005,lptG,LPS export ABC transporter permease LptG
SEN_RS01770,SEN_RS01770,DUF2474 domain-containing protein
SEN_RS20080,SEN_RS20080,MFS transporter
SEN_RS15785,SEN_RS15785,thiol:disulfide interchange protein DsbA/DsbL
SEN_RS06690,SEN_RS06690,ABC transporter ATP-binding protein
SEN_RS10025,SEN_RS10025,phage tail assembly protein
SEN_RS14180,SEN_RS14180,acyl carrier protein
SEN_RS12780,SEN_RS12780,hypothetical protein
SEN_RS10990,wcaB,colanic acid biosynthesis acetyltransferase WcaB
SEN_RS00805,SEN_RS00805,hypothetical protein
SEN_RS14880,SEN_RS14880,aspartate/glutamate racemase
SEN_RS15560,hybA,hydrogenase 2 operon protein HybA
SEN_RS16710,accC,acetyl-CoA carboxylase biotin carboxylase subunit
SEN_RS24305,steB,type III secretion system effector SteB
SEN_RS05840,exoX,exodeoxyribonuclease X
SEN_RS03675,SEN_RS03675,LysR family transcriptional regulator
SEN_RS16460,gltD,glutamate synthase subunit GltD
SEN_RS02830,entD,enterobactin synthase subunit EntD
SEN_RS18225,SEN_RS18225,ROK family protein
SEN_RS02285,tesB,acyl-CoA thioesterase II
SEN_RS09045,gdhA,NADP-specific glutamate dehydrogenase
SEN_RS15120,serA,phosphoglycerate dehydrogenase
SEN_RS00390,SEN_RS00390,electron transfer flavoprotein subunit alpha/FixB family protein
SEN_RS15955,SEN_RS15955,DedA family protein
SEN_RS18725,uhpA,transcriptional regulator UhpA
SEN_RS14185,sipA,SPI-1 type III secretion system effector SipA
SEN_RS18570,SEN_RS18570,tRNA-Sec
SEN_RS10995,wcaA,colanic acid biosynthesis glycosyltransferase WcaA
SEN_RS11875,arnE,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
SEN_RS13215,glnB,nitrogen regulatory protein P-II
SEN_RS16230,nusA,transcription termination/antitermination protein NusA
SEN_RS01375,SEN_RS01375,ImpA family type VI secretion system protein
SEN_RS07790,SEN_RS07790,type II toxin-antitoxin system mRNA interferase toxin- RelE/StbE family
SEN_RS06120,SEN_RS06120,hypothetical protein
SEN_RS15890,SEN_RS15890,tRNA-Ile
SEN_RS17535,SEN_RS17535,hypothetical protein
SEN_RS20225,priA,primosomal protein N'
SEN_RS20725,rluF,23S rRNA pseudouridine(2604) synthase RluF
SEN_RS01775,SEN_RS01775,helix-turn-helix domain-containing protein
SEN_RS19660,SEN_RS19660,IMPACT family protein
SEN_RS16865,SEN_RS16865,alternative ribosome-rescue factor A
SEN_RS18965,recF,DNA replication/repair protein RecF
SEN_RS10030,SEN_RS10030,phage tail tube protein
SEN_RS14190,sipD,SPI-1 type III secretion system needle tip complex protein SipD
SEN_RS18445,coaD,pantetheine-phosphate adenylyltransferase
SEN_RS17760,rsmJ,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ
SEN_RS11000,wzc,tyrosine-protein kinase Wzc
SEN_RS12785,SEN_RS12785,DUF1176 domain-containing protein
SEN_RS04155,SEN_RS04155,electron transfer flavoprotein-ubiquinone oxidoreductase
SEN_RS04860,mgsA,methylglyoxal synthase
SEN_RS03105,mrdB,peptidoglycan glycosyltransferase MrdB
SEN_RS20930,SEN_RS20930,MmcQ/YjbR family DNA-binding protein
SEN_RS19135,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
SEN_RS00205,nhaR,transcriptional activator NhaR
SEN_RS02900,entA,2-3-dihydro-2-3-dihydroxybenzoate dehydrogenase EntA
SEN_RS02290,SEN_RS02290,YbaY family lipoprotein
SEN_RS09050,topB,DNA topoisomerase III
SEN_RS04375,SEN_RS04375,ATP-dependent endonuclease
SEN_RS21135,proP,glycine betaine/L-proline transporter ProP
SEN_RS10035,SEN_RS10035,phage tail sheath subtilisin-like domain-containing protein
SEN_RS04585,rpsA,30S ribosomal protein S1
SEN_RS14195,sipC,SPI-1 type III secretion system needle tip complex protein SipC
SEN_RS06535,prmC,peptide chain release factor N(5)-glutamine methyltransferase
SEN_RS11005,wzb,low molecular weight protein-tyrosine-phosphatase Wzb
SEN_RS11880,arnF,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
SEN_RS13220,glrR,two-component system response regulator GlrR
SEN_RS05580,araH,L-arabinose ABC transporter permease AraH
SEN_RS21910,pyrL,pyr operon leader peptide
SEN_RS24515,SEN_RS24515,YiiG family protein
SEN_RS22430,SEN_RS22430,GGDEF domain-containing protein
SEN_RS03680,SEN_RS03680,LysR family transcriptional regulator
SEN_RS19360,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase
SEN_RS09055,selD,selenide- water dikinase SelD
SEN_RS24925,SEN_RS24925,recombinase RecT
SEN_RS15790,dsbI,protein-disulfide oxidoreductase DsbI
SEN_RS22760,SEN_RS22760,DUF2635 domain-containing protein
SEN_RS13050,SEN_RS13050,dimethyl sulfoxide reductase anchor subunit family protein
SEN_RS14200,sipB,SPI-1 type III secretion system needle tip complex protein SipB
SEN_RS12790,nudK,GDP-mannose pyrophosphatase NudK
SEN_RS07160,SEN_RS07160,exodeoxyribonuclease
SEN_RS18635,SEN_RS18635,EamA family transporter
SEN_RS02475,fetB,iron export ABC transporter permease subunit FetB
SEN_RS11010,SEN_RS11010,polysaccharide export protein
SEN_RS00810,SEN_RS00810,DUF2950 family protein
SEN_RS14885,araE,arabinose-proton symporter AraE
SEN_RS21430,psd,phosphatidylserine decarboxylase
SEN_RS08095,bioD,ATP-dependent dethiobiotin synthetase BioD
SEN_RS15565,hybO,hydrogenase 2 small subunit
SEN_RS05965,SEN_RS05965,phage minor tail protein L
SEN_RS22720,SEN_RS22720,RtT sRNA
SEN_RS07385,SEN_RS07385,metal/formaldehyde-sensitive transcriptional repressor
SEN_RS16550,degS,outer membrane-stress sensor serine endopeptidase DegS
SEN_RS02840,fes,enterochelin esterase
SEN_RS02295,SEN_RS02295,MGMT family protein
SEN_RS07690,yddG,aromatic amino acid efflux DMT transporter YddG
SEN_RS06815,SEN_RS06815,YciK family oxidoreductase
SEN_RS09060,SEN_RS09060,NAD(P)H nitroreductase
SEN_RS15960,mzrA,EnvZ/OmpR regulon moderator MzrA
SEN_RS10040,SEN_RS10040,hypothetical protein
SEN_RS18730,SEN_RS18730,aldose 1-epimerase family protein
SEN_RS14205,sicA,SycD/LcrH family type III secretion system chaperone SicA
SEN_RS15345,SEN_RS15345,DUF2884 domain-containing protein
SEN_RS11015,SEN_RS11015,TerC family protein
SEN_RS11885,pmrD,signal transduction protein PmrD
SEN_RS13225,qseG,two-component system QseEF-associated lipoprotein QseG
SEN_RS16235,rimP,ribosome maturation factor RimP
SEN_RS20465,SEN_RS20465,hypothetical protein
SEN_RS16950,rplE,50S ribosomal protein L5
SEN_RS18335,SEN_RS18335,rhodanese-like domain-containing protein
SEN_RS20730,SEN_RS20730,DUF3811 domain-containing protein
SEN_RS01780,foxA,ferrioxamine B receptor FoxA
SEN_RS02420,SEN_RS02420,Kef family K(+) transporter
SEN_RS09065,sppA,signal peptide peptidase SppA
SEN_RS06025,SEN_RS06025,lytic enzyme
SEN_RS18970,dnaN,DNA polymerase III subunit beta
SEN_RS02720,SEN_RS02720,tRNA-Arg
SEN_RS10045,SEN_RS10045,hypothetical protein
SEN_RS17030,bfd,bacterioferritin-associated ferredoxin
SEN_RS12795,pbp4b,penicillin binding protein PBP4B
SEN_RS00065,dnaJ,molecular chaperone DnaJ
SEN_RS14210,spaS,SPI-1 type III secretion system export apparatus protein SpaS
SEN_RS11890,menE,o-succinylbenzoate--CoA ligase
SEN_RS19680,SEN_RS19680,tRNA-Ile
SEN_RS07895,SEN_RS07895,nuclear transport factor 2 family protein
SEN_RS17765,prlC,oligopeptidase A
SEN_RS11020,asmA,outer membrane assembly protein AsmA
SEN_RS00815,SEN_RS00815,DUF3300 domain-containing protein
SEN_RS04160,SEN_RS04160,LysR family transcriptional regulator
SEN_RS00325,citG,triphosphoribosyl-dephospho-CoA synthase CitG
SEN_RS03110,mrdA,peptidoglycan DD-transpeptidase MrdA
SEN_RS04865,SEN_RS04865,DUF2057 family protein
SEN_RS23890,SEN_RS23890,PLP-dependent transferase
SEN_RS20935,SEN_RS20935,membrane protein
SEN_RS02845,SEN_RS02845,MbtH family protein
SEN_RS19830,SEN_RS19830,aldose-1-epimerase
SEN_RS09070,ansA,asparaginase
SEN_RS04380,SEN_RS04380,VirK/YbjX family protein
SEN_RS05350,fliM,flagellar motor switch protein FliM
SEN_RS21295,SEN_RS21295,transcriptional regulator
SEN_RS04590,ihfB,integration host factor subunit beta
SEN_RS14215,spaR,SPI-1 type III secretion system export apparatus protein SpaR
SEN_RS17295,hslO,Hsp33 family molecular chaperone HslO
SEN_RS11025,dcd,dCTP deaminase
SEN_RS11895,menC,o-succinylbenzoate synthase
SEN_RS22645,arcA,two-component system response regulator ArcA
SEN_RS06375,nhaB,Na(+)/H(+) antiporter NhaB
SEN_RS06880,osmB,osmotically-inducible lipoprotein OsmB
SEN_RS09075,pncA,bifunctional nicotinamidase/pyrazinamidase
SEN_RS15795,ribB,3-4-dihydroxy-2-butanone-4-phosphate synthase
SEN_RS06695,oppF,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF
SEN_RS10050,SEN_RS10050,phage head closure protein
SEN_RS03015,citF,citrate lyase subunit alpha
SEN_RS14220,spaQ,SPI-1 type III secretion system export apparatus protein SpaQ
SEN_RS21515,SEN_RS21515,DUF2065 family protein
SEN_RS22165,SEN_RS22165,DUF302 domain-containing protein
SEN_RS07165,SEN_RS07165,hypothetical protein
SEN_RS12800,aegA,formate-dependent uric acid utilization protein AegA
SEN_RS11030,udk,uridine kinase
SEN_RS11900,menB,1-4-dihydroxy-2-naphthoyl-CoA synthase
SEN_RS14890,kduD,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD
SEN_RS18550,xanP,xanthine/proton symporter XanP
SEN_RS15570,SEN_RS15570,DUF2623 domain-containing protein
SEN_RS16715,SEN_RS16715,YhdT family protein
SEN_RS07390,SEN_RS07390,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
SEN_RS05845,SEN_RS05845,carbon-nitrogen hydrolase family protein
SEN_RS00215,SEN_RS00215,MFS transporter
SEN_RS21550,SEN_RS21550,membrane protein
SEN_RS09080,SEN_RS09080,MFS transporter
SEN_RS02310,rpmJ,50S ribosomal protein L36
SEN_RS02850,entF,enterobactin non-ribosomal peptide synthetase EntF
SEN_RS15125,rpiA,ribose-5-phosphate isomerase RpiA
SEN_RS15965,SEN_RS15965,DUF1090 domain-containing protein
SEN_RS14225,spaP,SPI-1 type III secretion system export apparatus protein SpaP
SEN_RS18735,fucP,L-fucose:H+ symporter permease
SEN_RS07595,mddA,L-methionine sulfoximine/L-methionine sulfone acetyltransferase
SEN_RS11035,SEN_RS11035,MASE1 domain-containing protein
SEN_RS00820,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
SEN_RS13230,qseE,two component system sensor histidine kinase QseE/GlrK
SEN_RS13885,SEN_RS13885,tRNA-Arg
SEN_RS16245,argG,argininosuccinate synthase
SEN_RS01380,tssG,type VI secretion system baseplate subunit TssG
SEN_RS03685,SEN_RS03685,SLC13/DASS family transporter
SEN_RS06125,SEN_RS06125,DUF1398 domain-containing protein
SEN_RS17540,SEN_RS17540,DMT family transporter
SEN_RS20230,rpmE,50S ribosomal protein L31
SEN_RS01785,SEN_RS01785,LysE family transporter
SEN_RS20735,SEN_RS20735,DeoR/GlpR transcriptional regulator
SEN_RS01115,map,type I methionyl aminopeptidase
SEN_RS19665,trkH,Trk system potassium transporter TrkH
SEN_RS18975,dnaA,chromosomal replication initiator protein DnaA
SEN_RS16870,zntR,Zn(2+)-responsive transcriptional regulator
SEN_RS05145,SEN_RS05145,MFS transporter
SEN_RS10055,SEN_RS10055,phage gp6-like head-tail connector protein
SEN_RS06225,ftsI,peptidoglycan glycosyltransferase FtsI
SEN_RS12805,narQ,nitrate/nitrite two-component system sensor histidine kinase NarQ
SEN_RS17770,SEN_RS17770,phosphatase PAP2 family protein
SEN_RS11040,alkA,DNA-3-methyladenine glycosylase 2
SEN_RS11905,menH,2-succinyl-6-hydroxy-2- 4-cyclohexadiene-1-carboxylate synthase
SEN_RS04165,SEN_RS04165,GntP family permease
SEN_RS03115,rlmH,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
SEN_RS04870,SEN_RS04870,CoA-binding protein
SEN_RS17930,SEN_RS17930,transporter
SEN_RS20940,SEN_RS20940,hypothetical protein
SEN_RS19140,mnmG,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
SEN_RS00210,SEN_RS00210,glycoside hydrolase family 31 protein
SEN_RS02855,fepE,LPS O-antigen length regulator
SEN_RS12465,SEN_RS12465,tRNA-Ala
SEN_RS09085,SEN_RS09085,DeoR/GlpR transcriptional regulator
SEN_RS22530,yjjJ,type II toxin-antitoxin system HipA family toxin YjjJ
SEN_RS04385,macA,macrolide transporter subunit MacA
SEN_RS24820,pmrR,LpxT activity modulator PmrR
SEN_RS14230,spaO,SPI-1 type III secretion system protein SpaO
SEN_RS04595,SEN_RS04595,ComEC family protein
SEN_RS05355,fliL,flagellar basal body-associated protein FliL
SEN_RS11045,yegD,molecular chaperone
SEN_RS00825,SEN_RS00825,membrane protein
SEN_RS21745,tamA,autotransporter assembly complex protein TamA
SEN_RS13235,purL,phosphoribosylformylglycinamidine synthase
SEN_RS05585,otsB,trehalose-phosphatase
SEN_RS17165,SEN_RS17165,YhfG family protein
